platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,Ma,Africa,ar,Tech,#AI,My Favorite College Apps,LinaVlogs,trending,Futurist pad,2,29,520013,21796,2073,1998,1361,0.05236,stable,TikTok Creative Center,tutorial overlay,iOS,3,Tech,9,Medium,57779.22,205,0.003986,0.003842,0.002617,105.805825,Saturday,Night,Ramadan,"tools, tech, apps",Ø¬Ø§Ù…Ø¯ Ø¬Ø¯Ù‹Ø§ ðŸ”¥,114010.2,Mid,Spring,1/11/2025,2025-01,My Favorite 2025 Apps,21,0,21.2,0.731,Samsung,Following,1,58514cd4d7c099cc909fc3521495a32e,27228,0.041914,0.000394,52.36,0.041914337,0.003986439,0.003842212
TikTok,Eg,Africa,ar,Automotive,#Makeup,Makeup basics you need,Ahmed,licensed,Engine rev,2,52,944806,54971,6818,6981,6701,0.07988,seasonal,Public Reports,meme template,Android,2,Beauty,5,Short,188961.2,2205,0.007216,0.007389,0.007092,24.918858,Friday,Night,Regular,"makeup, beauty, grwm, tips, skincare",Ø¬Ø§Ù…Ø¯ Ø¬Ø¯Ù‹Ø§ ðŸ”¥,108963.7,Mid,Fall,1/10/2025,2025-01,Makeup Basics You Need ðŸ”¥,24,1,34.2,0.658,Oppo,External,1,21b25db60fd7a85bba70cee8e93a6241,75471,0.058182,0.002334,79.88,0.058182315,0.007216296,0.007388818
YouTube,Fr,Europe,fr,Pets,#CatTok,Night Routine â€” 2025,MissJiwoo,original,Purr loop,2,22,563427,14479,2212,1555,960,0.034088,seasonal,TikTok Creative Center,meme template,iOS,19,Pets,3,Short,187809,1193,0.003926,0.00276,0.001704,12.126466,Friday,Evening,Regular,"cute, pets, cats, dogs",Je ne peux pas mâ€™arrÃªter de regarder ðŸ˜‚,92277.3,Mid,Winter,1/10/2025,2025-01,My cat did this ðŸ˜‚,17,1,16,0.727,iPhone,Home,1,18cbb8507682ea4c69a3c22680837dbc,19206,0.025698,0.002117,34.088,0.025698094,0.003925974,0.002759896
YouTube,Gb,Europe,en,Music,#MorningRoutine,Night Routine â€” Beginners,DiegoVlogs,trending,Indie beat,2,20,1192254,38169,2563,3496,2327,0.039048,stable,Open Web Samples,fast captions,Android,19,Lifestyle,6,Short,198709,1700,0.00215,0.002932,0.001952,22.439153,Friday,Evening,Regular,"daily, lifestyle, routine, motivation",Canâ€™t stop watching ðŸ˜‚,100207.3,Mid,Spring,1/10/2025,2025-01,Weekly Reset â€” Summer,21,0,10.9,0.545,Huawei,External,1,0ecf3b632b77cb6870d092b4bee50059,46555,0.032014,0.001426,39.048,0.032014151,0.00214971,0.002932261
YouTube,Ru,Europe,ru,Tech,#FYP,If Productivity was honest,BeautyByOlivia,original,Futurist pad,2,29,732798,33391,4857,4028,2225,0.060728,declining,Open Web Samples,hook in 2s,Android,5,Comedy,42,Evergreen,17447.57,3271,0.006628,0.005497,0.003036,10.205073,Tuesday,Morning,Regular,"sketch, comedy, funny",So underrated!,102520.5,Mid,Fall,1/7/2025,2025-01,If 2025 was honest,18,0,21,0.724,Samsung,Home,0,304fd02000e7027ae2df25c78811ecaf,44501,0.045566,0.004464,60.728,0.045566445,0.00662802,0.00549674
YouTube,Jp,Asia,ja,Science,#Recipe,I tried making Koshari,FitnessWithOlivia,original,Lab beeps,2,53,994647,34024,3018,3677,2143,0.043093,seasonal,TikTok Creative Center,text-to-speech,iOS,21,Food,21,Medium,47364.14,4215,0.003034,0.003697,0.002155,8.070209,Sunday,Evening,Regular,"street food, kitchen, food",å‚è€ƒã«ãªã‚Šã¾ã—ãŸï¼,127785.3,Mid,Fall,1/12/2025,2025-01,I tried making Koshari âœ¨,24,1,22.3,0.421,Pixel,Suggested,1,cc4991670b67ee84b33ef482994de078,42862,0.034207,0.004238,43.093,0.034207111,0.003034242,0.003696789
YouTube,Id,Asia,id,Education,#DanceChallenge,Weekly Reset â€” Productivity,BeyondMedia,trending,Soft focus,2,27,533640,18035,2509,2166,1195,0.044796,rising,TikTok Creative Center,greenscreen,Android,14,Dance,5,Short,106728,2513,0.004702,0.004059,0.002239,7.173827,Thursday,Afternoon,Regular,"dance, challenge, trend, music",So underrated!,99253.8,Mid,Winter,1/9/2025,2025-01,Try this move ðŸ‘‰,15,0,19.9,0.737,Samsung,Suggested,0,9ec07d14f177292b2f648a53e69418cf,23905,0.033796,0.004709,44.796,0.033796192,0.004701672,0.004058916
YouTube,Br,South America,pt,Automotive,#OOTD,How to style 2025,JiwooChannel,trending,Engine rev,2,47,997796,45363,4773,2994,4417,0.057674,seasonal,Public Reports,hook in 2s,iOS,21,Fashion,7,Short,142542.29,6356,0.004784,0.003001,0.004427,7.135913,Sunday,Evening,Regular,"fashion, grwm, style",So underrated!,99969.1,Mid,Spring,1/12/2025,2025-01,How to style Evening,20,0,25,0.532,Xiaomi,Search,1,35c8fb23b47c94e82f900f891a169c7b,57547,0.045463,0.00637,57.674,0.045463201,0.004783543,0.003000613
TikTok,Co,South America,es,Automotive,#Cover,I flipped this sample,FitnessWithLeila,licensed,Engine rev,2,24,603952,31715,3377,3670,2040,0.067558,seasonal,Public Reports,subtitles,iOS,6,Music,20,Medium,30197.6,696,0.005592,0.006077,0.003378,45.502152,Saturday,Morning,SummerBreak,"song, music, beat, cover",Â¡IncreÃ­ble!,138823,Mid,Summer,1/11/2025,2025-01,Perfect â€” Cover ðŸŽ¯,17,1,17.3,0.721,Huawei,Following,1,d0a3c65a8fc1ce62554231bcfae5d3a2,40802,0.052512,0.001152,67.558,0.052512451,0.005591504,0.006076642
TikTok,De,Europe,de,Comedy,#GRWM,Skincare routine for Productivity,JiwooYT,trending,Goofy bass,3,28,616009,39123,2817,4847,2462,0.079949,rising,TikTok Creative Center,hook in 2s,Web,22,Beauty,26,Evergreen,23692.65,1410,0.004573,0.007868,0.003997,27.727144,Thursday,Evening,Regular,"skincare, tips, grwm, beauty, makeup",So underrated!,83156.5,Mid,Fall,1/16/2025,2025-01,GRWM â€” Evening Look âœ¨,21,1,23.3,0.832,Desktop,ForYou,0,0d54e740d74d389570629a6424ebfa89,49249,0.06351,0.002289,79.949,0.063510436,0.004572985,0.007868392
TikTok,Br,South America,pt,Food,#DogTok,Weekly Reset â€” College,BeyondStudio,licensed,Kitchen groove,3,54,538860,30365,4837,3727,3116,0.078026,rising,TikTok Creative Center,hook in 2s,Android,23,Pets,3,Short,179620,979,0.008976,0.006916,0.005783,30.984694,Friday,Night,Regular,"cute, cats, pets",This is fire ðŸ”¥,116192.9,Mid,Fall,1/17/2025,2025-01,Cutest moments today ðŸ“±,22,1,35,0.648,Xiaomi,Following,1,232318be20895e797882cf3c6c2d6886,42045,0.05635,0.001817,78.026,0.056350444,0.008976357,0.006916453
TikTok,De,Europe,de,Automotive,#Motivation,Morning Routine â€” College,GamingWithNoah,trending,Engine rev,3,40,537812,19701,2730,2598,2502,0.051191,rising,Open Web Samples,subtitles,iOS,16,Education,14,Medium,38415.14,972,0.005076,0.004831,0.004652,20.247688,Friday,Afternoon,Regular,"tips, notes, learn, productivity, study",So underrated!,129907.2,Mid,Winter,1/17/2025,2025-01,How I Take Notes for Summer,27,0,21.4,0.535,Samsung,ForYou,1,5bd9dae4500cb76cfd1a5afae8d3ecc2,27531,0.036632,0.001807,51.191,0.03663176,0.005076123,0.004830684
YouTube,De,Europe,de,Fashion,#MorningRoutine,Weekly Reset â€” Summer,StreetWorks,original,Pop groove,3,90,500231,24529,3439,2024,1578,0.063111,declining,TikTok Creative Center,meme template,Android,20,Lifestyle,55,Evergreen,9095.11,2043,0.006875,0.004046,0.003155,12.000489,Monday,Evening,Regular,"routine, motivation, lifestyle",This is fire ðŸ”¥,98586,Mid,Spring,1/13/2025,2025-01,Morning Routine â€” Budget,24,0,51.8,0.576,Xiaomi,Home,0,41c23ff5a377f3939dbcc2eb0618cc28,31570,0.049035,0.004084,63.111,0.049035346,0.006874824,0.004046131
YouTube,Mx,North America,es,News,#Travel,Hidden Gems of Dubai,Youssef,licensed,Ticker bed,3,36,1213984,29741,3906,2107,5351,0.03386,seasonal,Public Reports,cinematic b-roll,Web,15,Travel,8,Medium,151748,2031,0.003218,0.001736,0.004408,14.636319,Sunday,Afternoon,SummerBreak,"food tour, travel, hidden gems",Â¡IncreÃ­ble!,118319.2,Mid,Summer,1/19/2025,2025-01,Hidden Gems of Tokyo,20,0,24.4,0.678,Desktop,Home,1,944e1fffde1f0145ded2d918b86d6487,41105,0.024499,0.001673,33.86,0.024498675,0.003217505,0.001735608
TikTok,Nl,Europe,nl,Science,#FYP,How to style Productivity,MasterAva,licensed,Lab beeps,3,22,856682,66465,9406,4569,4233,0.098838,seasonal,TikTok Creative Center,fast captions,Android,19,Fashion,34,Evergreen,25196.53,2149,0.01098,0.005333,0.004941,30.913953,Friday,Evening,Regular,"style, ootd, fashion, grwm",So underrated!,99869.9,Mid,Spring,1/17/2025,2025-01,Outfits for Evening,19,0,17.7,0.805,Samsung,ForYou,1,92dd4dcd734784d4fe77f19a682c3d13,84673,0.077584,0.002509,98.838,0.077584214,0.01097957,0.005333368
YouTube,Id,Asia,id,DIY,#Workout,Weekly Reset â€” Beginners,YoussefPro,licensed,Toolbox clack,3,17,709771,41883,3593,3076,8404,0.080246,stable,Public Reports,b-roll heavy,iOS,21,Sports,4,Short,177442.75,6030,0.005062,0.004334,0.01184,6.944619,Thursday,Evening,Regular,"football, gym, workout, sports",Instant like!,117342.2,Mid,Spring,1/16/2025,2025-01,Football skills in 60s,22,0,7,0.412,iPhone,Suggested,0,6b9e6cbbda50b03a9264ea55a2b3c088,56956,0.059009,0.008496,80.246,0.059009173,0.005062196,0.004333792
TikTok,Ca,North America,en,Automotive,#Comedy,When your friend is Budget,NoahOfficial,original,Turbo whoosh,3,17,528961,52207,4571,4971,3250,0.122881,declining,Public Reports,cinematic b-roll,iOS,19,Comedy,12,Medium,44080.08,2186,0.008641,0.009398,0.006144,23.871513,Friday,Evening,Regular,"relatable, funny, sketch, comedy",Thanks for this!,89534.9,Mid,Spring,1/17/2025,2025-01,If College was honest âœ¨,23,1,8.5,0.5,Xiaomi,ForYou,1,fb75bc55ed49e09059feead4c3c8bb62,64999,0.098697,0.004133,122.881,0.098697257,0.008641469,0.009397668
TikTok,Ca,North America,en,Science,#Comedy,If College was honest,FitnessWithNoor,licensed,Cosmic pad,3,66,1295487,100574,12673,9804,12057,0.104291,stable,TikTok Creative Center,facecam,Android,22,Comedy,48,Evergreen,26989.31,4611,0.009782,0.007568,0.009307,21.807025,Monday,Evening,Regular,"comedy, sketch, funny, relatable",Instant like!,134413.3,Mid,Winter,1/13/2025,2025-01,When your friend is College,27,0,49.9,0.756,Oppo,Following,0,403544b38f39a21423fc9092592942fe,135108,0.077634,0.003559,104.291,0.077634125,0.009782422,0.00756781
TikTok,Es,Europe,es,Music,#Workout,Morning Routine â€” Budget,OmarYT,licensed,K-pop hook,3,15,622673,46951,4368,4013,2912,0.093539,rising,TikTok Creative Center,storytime,Android,18,Sports,3,Short,207557.67,2262,0.007015,0.006445,0.004677,20.747238,Sunday,Evening,Regular,"workout, gym, sports",No puedo parar de mirar ðŸ˜‚,92903,Mid,Fall,1/19/2025,2025-01,Speed drills for beginners,26,0,12.5,0.833,Samsung,ForYou,1,10e739c983e308d041b0188c16e673d4,58244,0.075402,0.003633,93.539,0.075402338,0.007014918,0.006444795
TikTok,Id,Asia,id,Travel,#FYP,POV: 2025,TVAli,original,City stroll,3,28,671231,43926,4753,5227,3185,0.085054,seasonal,TikTok Creative Center,cinematic b-roll,iOS,22,Comedy,7,Short,95890.14,2155,0.007081,0.007787,0.004745,20.37384,Friday,Evening,SummerBreak,"sketch, relatable, comedy, funny",Canâ€™t stop watching ðŸ˜‚,127948.1,Mid,Summer,1/17/2025,2025-01,When your friend is Beginners,29,0,22,0.786,iPhone,Search,1,57383b9cff97a4a10abcdd81d76fcca1,57091,0.065441,0.003211,85.054,0.065440958,0.00708102,0.007787185
TikTok,Ca,North America,en,Finance,#AI,Build This in 10 Minutes,BeautyByYuki,trending,Ticker tick,3,20,587205,64879,6568,5290,11333,0.149982,rising,Public Reports,storytime,iOS,21,Tech,14,Medium,41943.21,394,0.011185,0.009009,0.0193,164.250633,Friday,Evening,Regular,"tutorial, tools, ai",Instant like!,94471.2,Mid,Winter,1/17/2025,2025-01,My Favorite Productivity Apps,29,0,11.4,0.57,iPhone,ForYou,1,667cc19d33d13e2b779554bdfce6e4fd,88070,0.110488,0.000671,149.982,0.1104878194157066,0.011185191,0.009008779
YouTube,Za,Africa,en,Music,#Esports,New Patch Tips for EA FC 25,MissJames,licensed,Latin vibe,3,25,736475,21023,2977,1349,1571,0.036552,stable,Public Reports,tutorial overlay,Web,22,Gaming,5,Short,147295,567,0.004042,0.001832,0.002133,37.012324,Saturday,Evening,Regular,"fps, valorant, highlights, gaming, clips",This is fire ðŸ”¥,89515.2,Mid,Fall,1/18/2025,2025-01,Best Settings for Minecraft,27,0,15.1,0.604,Desktop,Home,1,94c26a7a7fa3f831fb0abb363ca0bd68,26920,0.028545,0.00077,36.552,0.028545436,0.004042228,0.001831698
YouTube,Jp,Asia,ja,Beauty,#Dance,Morning Routine â€” Summer,JamesShorts,original,LoFi makeup beat,3,30,557843,34612,2271,3199,4007,0.079035,declining,TikTok Creative Center,hook in 2s,iOS,11,Dance,8,Medium,69730.38,3104,0.004071,0.005735,0.007183,11.147182,Sunday,Morning,Regular,"dance, challenge, trend, music",å‚è€ƒã«ãªã‚Šã¾ã—ãŸï¼,82413.7,Mid,Spring,1/19/2025,2025-01,New Dance Challenge! âœ¨,22,1,21.4,0.713,Oppo,Suggested,1,8a3b14166e7e8e511bcd218b5457a235,44089,0.062046,0.005564,79.035,0.062046131,0.004071038,0.005734588
TikTok,Ph,Asia,tl,Fitness,#Relatable,If Summer was honest,LiamChannel,licensed,HIIT drums,3,8,650698,94890,11817,6660,5966,0.183392,declining,Open Web Samples,tutorial overlay,Android,14,Comedy,18,Medium,36149.89,4334,0.01816,0.010235,0.009169,21.889273,Thursday,Afternoon,Regular,"comedy, relatable, funny",This is fire ðŸ”¥,94953.4,Mid,Spring,1/16/2025,2025-01,If Summer was honest,20,0,6.5,0.812,Xiaomi,ForYou,0,78f5ec097ad8342a2a88b9faf5368bc0,119333,0.145828,0.006661,183.392,0.1458280185277963,0.018160498,0.010235163
TikTok,De,Europe,de,Tech,#Dance,Morning Routine â€” College,GamingWithAva,trending,Glitch hop,3,16,536943,24566,1705,2326,1505,0.056062,declining,TikTok Creative Center,emoji overlays,Android,17,Dance,8,Medium,67117.88,878,0.003175,0.004332,0.002803,27.947668,Friday,Evening,Regular,"challenge, trend, dance, music",Canâ€™t stop watching ðŸ˜‚,104048.6,Mid,Winter,1/17/2025,2025-01,New Dance Challenge! ðŸ§ ,22,1,13,0.812,Samsung,ForYou,1,8f0d9e0193ec0c2b9d1435e65cd3bde3,30102,0.045752,0.001635,56.062,0.045751597,0.003175384,0.004331931
TikTok,Ae,Asia,ar,Fashion,#Lifestyle,Weekly Reset â€” 2025,InsideVision,licensed,Aesthetic synth,3,39,1402162,97370,13617,7945,14969,0.095496,seasonal,TikTok Creative Center,tutorial overlay,iOS,22,Lifestyle,3,Short,467387.33,2823,0.009711,0.005666,0.010676,34.479462,Friday,Evening,Regular,"lifestyle, motivation, routine, daily",Ø¬Ø§Ù…Ø¯ Ø¬Ø¯Ù‹Ø§ ðŸ”¥,96533.9,Mid,Winter,1/17/2025,2025-01,Night Routine â€” Budget ðŸ”¥,24,1,28.4,0.728,Oppo,ForYou,1,dbc0635233a703ea6c9cf0f4c9827fea,133901,0.069443,0.002013,95.496,0.069442761,0.009711431,0.00566625
YouTube,Pl,Europe,pl,Education,#Football,Weekly Reset â€” Beginners,Ayaka,trending,Calm piano,3,46,645030,22135,2156,2499,3751,0.047348,declining,TikTok Creative Center,fast captions,iOS,23,Sports,4,Short,161257.5,1741,0.003342,0.003874,0.005815,12.706659,Wednesday,Night,SummerBreak,"workout, sports, football",Thanks for this!,95540.6,Mid,Summer,1/15/2025,2025-01,Speed drills for beginners,26,0,33.5,0.728,iPhone,Suggested,0,12b88c974815af04b4110eb9bf295405,30541,0.034316,0.002699,47.348,0.034316233,0.00334248,0.003874238
YouTube,Ca,North America,en,Art,#FYP,Valorant â€” Insane Highlights!,VividHub,original,Indie brush,4,37,589446,16094,1254,1503,4010,0.038784,rising,TikTok Creative Center,cinematic b-roll,iOS,15,Gaming,24,Evergreen,24560.25,908,0.002127,0.00255,0.006803,17.705171,Wednesday,Afternoon,HolidaySeason,"clips, valorant, highlights, gaming, esports",Thanks for this!,107717.7,Mid,Winter,1/22/2025,2025-01,Pro Tips for Minecraft in 60s,29,0,15.4,0.416,Samsung,Home,0,e5a47dc086c242f7449159ab5b85122d,22861,0.027304,0.00154,38.784,0.027303604,0.002127421,0.002549852
YouTube,Za,Africa,en,DIY,#OOTD,GRWM: Beginners Edition,OliviaVlogs,licensed,Tape measure click,4,23,1724354,53001,5675,4203,5240,0.039504,rising,Public Reports,text-to-speech,Android,23,Fashion,3,Short,574784.67,7811,0.003291,0.002437,0.003039,6.784562,Wednesday,Night,Regular,"ootd, fashion, style, grwm",This is fire ðŸ”¥,105863.9,Mid,Fall,1/22/2025,2025-01,Outfits for Evening,19,0,15.6,0.678,Pixel,Suggested,0,1212313fc075363642a2b4ee925bda62,68119,0.030737,0.00453,39.504,0.030736728,0.003291088,0.002437435
TikTok,Ca,North America,en,Comedy,#Makeup,Makeup basics you need,NoahChannel,licensed,Quirky jingle,4,28,595592,58040,7152,6778,8422,0.134978,stable,TikTok Creative Center,subtitles,Android,23,Beauty,4,Short,148898,2517,0.012008,0.01138,0.014141,23.05004,Monday,Night,Regular,"tips, skincare, grwm, beauty, makeup",Instant like!,133984.4,Mid,Spring,1/20/2025,2025-01,GRWM â€” Office Look âœ¨ ðŸŽµ,22,1,18,0.643,iPhone,ForYou,0,f477a18f196c25d0d72b20783421007f,80392,0.097449,0.004226,134.978,0.097449261,0.01200822,0.011380274
YouTube,It,Europe,it,Food,#FYP,Best Settings for Fortnite,CookingWithDiego,licensed,Sizzle ASMR,4,28,528889,15050,2265,1199,2540,0.039808,declining,Public Reports,split-screen,iOS,6,Gaming,4,Short,132222.25,1837,0.004283,0.002267,0.004803,8.188248,Friday,Morning,SummerBreak,"highlights, fps, gaming, clips, esports, valorant",So underrated!,105650.7,Mid,Summer,1/24/2025,2025-01,Pro Tips for Fortnite in 60s,28,0,13.1,0.468,Samsung,Search,1,6001943a23e54068696dca9da330e794,21054,0.028456,0.003473,39.808,0.028455876,0.004282562,0.002267016
TikTok,Kr,Asia,ko,News,#FYP,5-Minute Koshari,TrueStudio,original,Ticker bed,4,36,659062,64556,7094,5876,4080,0.123821,stable,TikTok Creative Center,storytime,Android,19,Food,9,Medium,73229.11,1784,0.010764,0.008916,0.006191,36.165826,Sunday,Evening,Regular,"fast, kitchen, food, recipe",Thanks for this!,95967.2,Mid,Winter,1/26/2025,2025-01,5-Minute Koshari,16,0,22.4,0.622,Samsung,ForYou,1,fb1ac3107d32f220eb4caa283c9a4481,81606,0.097951,0.002707,123.821,0.097951331,0.010763782,0.008915701
TikTok,Mx,North America,es,Lifestyle,#OOTD,How to style Productivity,StudyWithAyaka,trending,Morning vibe,4,39,757366,54730,5412,7188,9186,0.101029,stable,TikTok Creative Center,facecam,Web,16,Fashion,7,Short,108195.14,1878,0.007146,0.009491,0.012129,29.127195,Sunday,Afternoon,Regular,"grwm, ootd, style",Gracias por compartir,118476.8,Mid,Spring,1/26/2025,2025-01,Outfits for Evening,19,0,32.6,0.836,Desktop,Search,1,ed3a2fe4edc1453c7441e030f883e049,76516,0.072264,0.00248,101.029,0.072263608,0.007145819,0.009490788
TikTok,Eg,Africa,ar,Music,#FYP,Weekly Reset â€” Budget,LifeOfMaya,trending,Arabic pop,4,19,952594,81704,8502,9478,12653,0.117927,declining,TikTok Creative Center,jumpcut edits,Android,10,Lifestyle,10,Medium,95259.4,2172,0.008925,0.00995,0.013283,37.599632,Thursday,Morning,HolidaySeason,"lifestyle, motivation, routine",ØªØ­ÙØ© Ø¨ØµØ±Ø§Ø­Ø©!,106301.2,Mid,Winter,1/23/2025,2025-01,Weekly Reset â€” College,22,0,10.1,0.532,Xiaomi,ForYou,0,c9e377c9790da433541e8e776ab76b8d,112337,0.08577,0.00228,117.927,0.085770013,0.008925103,0.009949674
TikTok,De,Europe,de,Fashion,#AI,AI Tools You Must Try in 2025,OliviaTV,original,Aesthetic synth,4,18,745173,56698,7116,6510,3701,0.099339,stable,TikTok Creative Center,greenscreen,Android,9,Tech,44,Evergreen,16935.75,2608,0.009549,0.008736,0.004967,21.731698,Sunday,Morning,Regular,"tools, tutorial, apps, tech, ai",Canâ€™t stop watching ðŸ˜‚,95392.8,Mid,Fall,1/26/2025,2025-01,My Favorite College Apps ðŸŽ®,26,1,11.7,0.65,iPhone,Following,1,9bf524172bf89fb35ab610a06974f7d2,74025,0.076087,0.0035,99.339,0.076087029,0.00954946,0.008736226
YouTube,Gb,Europe,en,Finance,#Esports,New Patch Tips for GTA V,BeautyBySofia,original,Ticker tick,4,46,551916,22504,2992,2400,2730,0.05549,seasonal,Open Web Samples,fast captions,Android,15,Gaming,49,Evergreen,11263.59,3262,0.005421,0.004348,0.004946,6.896721,Friday,Afternoon,Regular,"clips, highlights, esports, gaming, valorant",This is fire ðŸ”¥,111908.5,Mid,Spring,1/24/2025,2025-01,Pro Tips for Fortnite in 60s,28,0,32,0.696,Huawei,Home,1,a389a72da7e9a34dbbf3754aa3aef695,30626,0.040774,0.00591,55.49,0.040774321,0.005421115,0.004348488
TikTok,Kr,Asia,ko,News,#Comedy,When your friend is Productivity,GamingWithNoor,trending,Neutral piano,4,22,676524,42813,4701,3186,3979,0.080823,declining,TikTok Creative Center,text-to-speech,Web,19,Comedy,5,Short,135304.8,1714,0.006949,0.004709,0.005882,24.963848,Friday,Evening,SummerBreak,"relatable, comedy, sketch, funny",Canâ€™t stop watching ðŸ˜‚,136562.4,Mid,Summer,1/24/2025,2025-01,POV: 2025 ðŸ˜‚,11,1,13.1,0.595,Desktop,ForYou,1,d83f138e04259c98212de22f7c121f74,54679,0.063284,0.002534,80.823,0.063283786,0.006948756,0.004709367
TikTok,Au,Oceania,en,Sports,#FYP,Stay â€” Cover,BeautyByFatma,original,Stadium chant,4,32,547757,40736,2819,2478,2791,0.089134,rising,Open Web Samples,cinematic b-roll,iOS,10,Music,6,Short,91292.83,1182,0.005146,0.004524,0.005095,34.434489,Sunday,Morning,Regular,"music, beat, song",Canâ€™t stop watching ðŸ˜‚,101520.1,Mid,Winter,1/26/2025,2025-01,Underrated artists to hear,26,0,18.3,0.572,Huawei,ForYou,1,a6288b2603ac34215b0c95abee8dc0f4,48824,0.074369,0.002158,89.134,0.074368744,0.005146443,0.004523904
TikTok,Ke,Africa,sw,Fashion,#FYP,Night Routine â€” 2025,UrbanMedia,licensed,Runway loop,4,18,729638,45555,6941,4694,3010,0.082507,seasonal,TikTok Creative Center,tutorial overlay,iOS,21,Sports,3,Short,243212.67,1569,0.009513,0.006433,0.004125,29.015924,Sunday,Evening,Regular,"sports, football, workout",Canâ€™t stop watching ðŸ˜‚,108022.1,Mid,Spring,1/26/2025,2025-01,Football skills in 60s,22,0,9,0.5,Vivo,External,1,0261a776a9674480f84696e15cd1d299,60200,0.062435,0.00215,82.507,0.062435071,0.009512937,0.006433327
TikTok,Ng,Africa,en,Finance,#Foodie,I tried making Kunafa,LucasShorts,trending,Ticker tick,4,23,505985,32711,5312,3931,3443,0.08972,declining,Public Reports,greenscreen,Web,12,Food,48,Evergreen,10541.35,213,0.010498,0.007769,0.006805,152.85514,Friday,Afternoon,SummerBreak,"fast, kitchen, street food, recipe, food",Canâ€™t stop watching ðŸ˜‚,87499.9,Mid,Summer,1/24/2025,2025-01,5-Minute Kunafa,15,0,14,0.609,Desktop,ForYou,1,5f69e3bac4e937fd4f67b780a3aba697,45397,0.064648,0.000421,89.72,0.064648162,0.010498335,0.007769005
